Part number,Part link,Package link,Product status,OPN,Infineon package,Package name,Qualification,VDS max,ID  (@25°C) max,Technology,VGS(th),RDS (on) (@10V) max,QG (typ @10V),Budgetary Price €/1k,Polarity,Datasheet link,VGS(th) min,VGS(th) max,RDS (on) (@4.5V) max,QG (typ @4.5V),QG (typ @4.5V) max,QG (typ @10V) max
IPI80N04S4-03,https://www.infineon.com/part/IPI80N04S4-03,https://www.infineon.com/package/PG-TO262-3-1,active and preferred,IPI80N04S403AKSA1,PG-TO262-3,I2PAK,Automotive,40 V,80 A,OptiMOS™-T2,3 V,3.7 mΩ,51 nC,0.65 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i80n04s4-03-ds-en.pdf,2 V,4 V,,,,66 nC
IPB180N04S4-H0,https://www.infineon.com/part/IPB180N04S4-H0,https://www.infineon.com/package/PG-TO263-7-3,active and preferred,IPB180N04S4H0ATMA1,PG-TO263-7,D2PAK7P,Automotive,40 V,180 A,OptiMOS™-T2,3 V,1.1 mΩ,173 nC,1.19 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipb180n04s4-h0-ds-en.pdf,2 V,4 V,,,,225 nC
IPB70N04S4-06,https://www.infineon.com/part/IPB70N04S4-06,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB70N04S406ATMA1,PG-TO263-3,D2PAK,Automotive,40 V,70 A,OptiMOS™-T2,3 V,6.2 mΩ,24.5 nC,0.44 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i70n04s4-06-ds-en.pdf,2 V,4 V,,,,32 nC
IPB17N25S3-100,https://www.infineon.com/part/IPB17N25S3-100,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB17N25S3100ATMA1,PG-TO263-3,D2PAK,Automotive,250 V,17 A,OptiMOS™-T,3 V,100 mΩ,14 nC,0.82 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b17n25s3-100-ds-en.pdf,2 V,4 V,,,,19 nC
IPB64N25S3-20,https://www.infineon.com/part/IPB64N25S3-20,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB64N25S320ATMA1,PG-TO263-3,D2PAK,Automotive,250 V,64 A,OptiMOS™-T,3 V,20 mΩ,67 nC,2.61 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipb64n25s3-20-datasheet-en.pdf,2 V,4 V,,,,89 nC
ITD50N04S4L-07,https://www.infineon.com/part/ITD50N04S4L-07,https://www.infineon.com/package/PG-TO252-5-11,active and preferred,ITD50N04S4L07ATMA1,PG-TO252-5,DPAK,Automotive,40 V,50 A,OptiMOS™-T2,1.7 V,7.2 mΩ,25 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-itd50n04s4l-07-ds-en.pdf,1.2 V,2.2 V,,,,33 nC
IPD85P04P4-07,https://www.infineon.com/part/IPD85P04P4-07,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD85P04P407ATMA2,PG-TO252-3,DPAK,Automotive,-40 V,-85 A,OptiMOS™-P2,-3 V,7.3 mΩ,69 nC,0.48 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd85p04p4-07-ds-en.pdf,-2 V,-4 V,,,,89 nC
IPG20N06S4L-14A,https://www.infineon.com/part/IPG20N06S4L-14A,https://www.infineon.com/package/PG-TDSON-8-10,active and preferred,IPG20N06S4L14AATMA1,PG-TDSON-8,Dual SSO8,Automotive,60 V,20 A,OptiMOS™-T2,1.7 V,13.7 mΩ,30 nC,0.46 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s4l-14a-datasheet-en.pdf,1.2 V,2.2 V,,,,39 nC
IPB80N06S2-09,https://www.infineon.com/part/IPB80N06S2-09,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB80N06S209ATMA2,PG-TO263-3,D2PAK,Automotive,55 V,80 A,OptiMOS™,3 V,8.8 mΩ,60 nC,0.87 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b80n06s2-09-ds-en.pdf,2.1 V,4 V,,,,80 nC
IPB80N06S2L-07,https://www.infineon.com/part/IPB80N06S2L-07,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB80N06S2L07ATMA3,PG-TO263-3,D2PAK,Automotive,55 V,80 A,OptiMOS™,1.6 V,6.7 mΩ,95 nC,0.99 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b80n06s2l-07-ds-en.pdf,1.2 V,2 V,,,,130 nC
IPB80N08S2-07,https://www.infineon.com/part/IPB80N08S2-07,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB80N08S207ATMA1,PG-TO263-3,D2PAK,Automotive,75 V,80 A,OptiMOS™,3 V,7.1 mΩ,144 nC,1.91 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i80n08s2-07-datasheet-en.pdf,2.1 V,4 V,,,,180 nC
IPD25N06S2-40,https://www.infineon.com/part/IPD25N06S2-40,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD25N06S240ATMA2,PG-TO252-3,DPAK,Automotive,55 V,29 A,OptiMOS™,3 V,40 mΩ,14 nC,0.27 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd25n06s2-40-ds-en.pdf,2.1 V,4 V,,,,18 nC
IPD30N06S2L-13,https://www.infineon.com/part/IPD30N06S2L-13,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD30N06S2L13ATMA4,PG-TO252-3,DPAK,Automotive,55 V,30 A,OptiMOS™,1.6 V,13 mΩ,54 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd30n06s2l-13-ds-en.pdf,1.2 V,2 V,,,,69 nC
IPD90N03S4L-02,https://www.infineon.com/part/IPD90N03S4L-02,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD90N03S4L02ATMA1,PG-TO252-3,DPAK,Automotive,30 V,90 A,OptiMOS™-T2,1.5 V,2.2 mΩ,110 nC,0.59 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd90n03s4l-02-ds-en.pdf,1 V,2.2 V,,,,140 nC
IPI120N04S4-02,https://www.infineon.com/part/IPI120N04S4-02,https://www.infineon.com/package/PG-TO262-3-1,active and preferred,IPI120N04S402AKSA1,PG-TO262-3,I2PAK,Automotive,40 V,120 A,OptiMOS™-T2,3 V,2.1 mΩ,103 nC,0.93 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i120n04s4-02-ds-en.pdf,2 V,4 V,,,,134 nC
IPB70N10S3L-12,https://www.infineon.com/part/IPB70N10S3L-12,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB70N10S3L12ATMA2,PG-TO263-3,D2PAK,Automotive,100 V,70 A,OptiMOS™-T,1.7 V,11.8 mΩ,60 nC,"1.04, 1.04",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i70n10s3l-datasheet-en.pdf,1.2 V,2.4 V,,,,80 nC
IPB90N06S4L-04,https://www.infineon.com/part/IPB90N06S4L-04,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB90N06S4L04ATMA2,PG-TO263-3,D2PAK,Automotive,60 V,90 A,OptiMOS™-T2,1.7 V,3.4 mΩ,133 nC,0.85 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-i90n06s4l-04-ds-en.pdf,1.2 V,2.2 V,,,,170 nC
IPD50P04P4L-11,https://www.infineon.com/part/IPD50P04P4L-11,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD50P04P4L11ATMA2,PG-TO252-3,DPAK,Automotive,-40 V,-50 A,OptiMOS™-P2,-1.7 V,10.6 mΩ,45 nC,0.37 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd50p04p4l-11-datasheet-en.pdf,-1.2 V,-2.2 V,,,,59 nC
IPD90P04P4-05,https://www.infineon.com/part/IPD90P04P4-05,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD90P04P405ATMA2,PG-TO252-3,DPAK,Automotive,-40 V,-90 A,OptiMOS™-P2,-3 V,4.7 mΩ,118 nC,0.68 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd90p04p4-05-datasheet-en.pdf,-2 V,-4 V,,,,154 nC
IPB180N04S4-01,https://www.infineon.com/part/IPB180N04S4-01,https://www.infineon.com/package/PG-TO263-7-3,active and preferred,IPB180N04S401ATMA1,PG-TO263-7,D2PAK7P,Automotive,40 V,180 A,OptiMOS™-T2,3 V,1.3 mΩ,135 nC,1.04 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipb180n04s4-01-ds-en.pdf,2 V,4 V,,,,176 nC
IPD90N04S4-05,https://www.infineon.com/part/IPD90N04S4-05,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD90N04S405ATMA1,PG-TO252-3,DPAK,Automotive,40 V,86 A,OptiMOS™-T2,3 V,5.2 mΩ,29 nC,0.29 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd90n04s4-05-ds-en.pdf,2 V,4 V,,,,37 nC
IPD75N04S4-06,https://www.infineon.com/part/IPD75N04S4-06,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD75N04S406ATMA1,PG-TO252-3,DPAK,Automotive,40 V,75 A,OptiMOS™-T2,3 V,5.9 mΩ,24.5 nC,0.28 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd75n04s4-06-ds-en.pdf,2 V,4 V,,,,32 nC
IPB120P04P4-04,https://www.infineon.com/part/IPB120P04P4-04,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB120P04P404ATMA2,PG-TO263-3,D2PAK,Automotive,-40 V,-120 A,OptiMOS™-P2,-3 V,3.6 mΩ,158 nC,1.04 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i120p04p4-04-ds-en.pdf,-2 V,-4 V,,,,205 nC
IPB120P04P4L-03,https://www.infineon.com/part/IPB120P04P4L-03,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB120P04P4L03ATMA2,PG-TO263-3,D2PAK,Automotive,-40 V,-120 A,OptiMOS™-P2,-1.7 V,3.1 mΩ,180 nC,1.09 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i120p04p4l-03-datasheet-en.pdf,-1.2 V,-2.2 V,,,,234 nC
IPD90N04S4-03,https://www.infineon.com/part/IPD90N04S4-03,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD90N04S403ATMA1,PG-TO252-3,DPAK,Automotive,40 V,90 A,OptiMOS™-T2,3 V,3.2 mΩ,51 nC,0.4 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd90n04s4-03-ds-en.pdf,2 V,4 V,,,,66 nC
IPD26N06S2L-35,https://www.infineon.com/part/IPD26N06S2L-35,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD26N06S2L35ATMA2,PG-TO252-3,DPAK,Automotive,55 V,30 A,OptiMOS™,1.6 V,35 mΩ,10 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd26n06s2l-35-ds-en.pdf,1.2 V,2 V,,,,24 nC
IPD50N10S3L-16,https://www.infineon.com/part/IPD50N10S3L-16,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD50N10S3L16ATMA2,PG-TO252-3,DPAK,Automotive,100 V,50 A,OptiMOS™-T,1.7 V,15 mΩ,49 nC,"0.72, 0.72",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd50n10s3l-16-datasheet-en.pdf,1.2 V,2.4 V,,,,64 nC
IPB120N06S4-03,https://www.infineon.com/part/IPB120N06S4-03,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB120N06S403ATMA2,PG-TO263-3,D2PAK,Automotive,60 V,120 A,OptiMOS™-T2,3 V,2.8 mΩ,125 nC,0.98 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-i120n06s4-03-ds-en.pdf,2 V,4 V,,,,160 nC
IPD30N03S4L-09,https://www.infineon.com/part/IPD30N03S4L-09,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD30N03S4L09ATMA1,PG-TO252-3,DPAK,Automotive,30 V,30 A,OptiMOS™-T2,1.5 V,9 mΩ,15 nC,0.22 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd30n03s4l-09-ds-en.pdf,1 V,2.2 V,,,,20 nC
IPD90N06S4L-06,https://www.infineon.com/part/IPD90N06S4L-06,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD90N06S4L06ATMA2,PG-TO252-3,DPAK,Automotive,60 V,90 A,OptiMOS™-T2,1.7 V,6.3 mΩ,58 nC,0.41 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd90n06s4l-06-ds-en.pdf,1.2 V,2.2 V,,,,75 nC
IPD90N04S4-02,https://www.infineon.com/part/IPD90N04S4-02,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD90N04S402ATMA1,PG-TO252-3,DPAK,Automotive,40 V,90 A,OptiMOS™-T2,3 V,2.4 mΩ,91 nC,0.58 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd90n04s4-02-ds-en.pdf,2 V,4 V,,,,118 nC
IPB160N04S4-H1,https://www.infineon.com/part/IPB160N04S4-H1,https://www.infineon.com/package/PG-TO263-7-3,active and preferred,IPB160N04S4H1ATMA1,PG-TO263-7,D2PAK7P,Automotive,40 V,160 A,OptiMOS™-T2,3 V,1.6 mΩ,105 nC,0.9 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipb160n04s4-h1-ds-en.pdf,2 V,4 V,,,,137 nC
IPD50N04S4-08,https://www.infineon.com/part/IPD50N04S4-08,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD50N04S408ATMA1,PG-TO252-3,DPAK,Automotive,40 V,50 A,OptiMOS™-T2,3 V,7.9 mΩ,17.2 nC,0.23 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd50n04s4-08-ds-en.pdf,2 V,4 V,,,,22.4 nC
IPD90N10S4L-06,https://www.infineon.com/part/IPD90N10S4L-06,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD90N10S4L06ATMA1,PG-TO252-3,DPAK,Automotive,100 V,90 A,OptiMOS™-T2,1.6 V,6.6 mΩ,75 nC,0.73 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd90n10s4l-06-ds-en.pdf,1.1 V,2.1 V,,,,98 nC
IPB180P04P4-03,https://www.infineon.com/part/IPB180P04P4-03,https://www.infineon.com/package/PG-TO263-7-3,active and preferred,IPB180P04P403ATMA2,PG-TO263-7,D2PAK7P,Automotive,-40 V,-180 A,OptiMOS™-P2,-3 V,2.8 mΩ,190 nC,1.25 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipb180p04p4-03-ds-en.pdf,-2 V,-4 V,,,,250 nC
IPD70N10S3-12,https://www.infineon.com/part/IPD70N10S3-12,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD70N10S312ATMA2,PG-TO252-3,DPAK,Automotive,100 V,70 A,OptiMOS™-T,3 V,11.1 mΩ,51 nC,"0.89, 0.89",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd70n10s3-12-datasheet-en.pdf,2 V,4 V,,,,65 nC
IPG20N06S2L-50A,https://www.infineon.com/part/IPG20N06S2L-50A,https://www.infineon.com/package/PG-TDSON-8-10,active and preferred,IPG20N06S2L50AATMA1,PG-TDSON-8,Dual SSO8,Automotive,55 V,20 A,OptiMOS™,1.6 V,50 mΩ,13 nC,0.38 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s2l-50a-datasheet-en.pdf,1.2 V,2 V,,,,17 nC
IPP100N06S2L-05,https://www.infineon.com/part/IPP100N06S2L-05,https://www.infineon.com/package/PG-TO220-3-1,active and preferred,IPP100N06S2L05AKSA2,PG-TO220-3,TO220,Automotive,55 V,100 A,OptiMOS™,1.6 V,4.7 mΩ,170 nC,1.57 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b100n06s2l-05-ds-en-09018a90800131e2.pdf,1.2 V,2 V,,,,230 nC
IPD30N06S2L-23,https://www.infineon.com/part/IPD30N06S2L-23,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD30N06S2L23ATMA3,PG-TO252-3,DPAK,Automotive,55 V,30 A,OptiMOS™,1.6 V,23 mΩ,33 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd30n06s2l-23-ds-en.pdf,1.2 V,2 V,,,,42 nC
IPD50N06S2-14,https://www.infineon.com/part/IPD50N06S2-14,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD50N06S214ATMA2,PG-TO252-3,DPAK,Automotive,55 V,50 A,OptiMOS™,3 V,14.4 mΩ,39 nC,0.5 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd50n06s2-14-ds-en.pdf,2.1 V,4 V,,,,52 nC
IPD50N06S2L-13,https://www.infineon.com/part/IPD50N06S2L-13,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD50N06S2L13ATMA2,PG-TO252-3,DPAK,Automotive,55 V,50 A,OptiMOS™,1.6 V,12.7 mΩ,54 nC,0.53 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd50n06s2l-13-ds-en.pdf,1.2 V,2 V,,,,69 nC
IPB70N10S3-12,https://www.infineon.com/part/IPB70N10S3-12,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB70N10S312ATMA2,PG-TO263-3,D2PAK,Automotive,100 V,70 A,OptiMOS™-T,3 V,11.3 mΩ,51 nC,"1.06, 1.06",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i70n10s3-12-datasheet-en.pdf,2 V,4 V,,,,66 nC
IPD90N03S4L-03,https://www.infineon.com/part/IPD90N03S4L-03,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD90N03S4L03ATMA1,PG-TO252-3,DPAK,Automotive,30 V,90 A,OptiMOS™-T2,1.6 V,3.3 mΩ,60 nC,0.49 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd90n03s4l-03-ds-en.pdf,1 V,2.2 V,,,,75 nC
IPD30N03S4L-14,https://www.infineon.com/part/IPD30N03S4L-14,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD30N03S4L14ATMA1,PG-TO252-3,DPAK,Automotive,30 V,30 A,OptiMOS™-T2,1.5 V,13.6 mΩ,11 nC,0.2 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd30n03s4l-14-ds-en.pdf,1 V,2.2 V,,,,14 nC
IPD50N06S4L-08,https://www.infineon.com/part/IPD50N06S4L-08,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD50N06S4L08ATMA2,PG-TO252-3,DPAK,Automotive,60 V,50 A,OptiMOS™-T2,1.7 V,7.8 mΩ,49 nC,0.36 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd50n06s4l-08-ds-en.pdf,1.2 V,2.2 V,,,,64 nC
IPB50N10S3L-16,https://www.infineon.com/part/IPB50N10S3L-16,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB50N10S3L16ATMA2,PG-TO263-3,D2PAK,Automotive,100 V,50 A,OptiMOS™-T,1.7 V,15.4 mΩ,49 nC,"0.84, 0.84",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i50n10s3l-16-datasheet-en.pdf,1.2 V,2.4 V,,,,64 nC
IPD80P03P4L-07,https://www.infineon.com/part/IPD80P03P4L-07,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD80P03P4L07ATMA2,PG-TO252-3,DPAK,Automotive,-30 V,-80 A,OptiMOS™-P2,-1.5 V,6.8 mΩ,63 nC,0.43 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd80p03p4l-07-datasheet-en.pdf,-1 V,-2 V,,,,80 nC
IPD90P03P4L-04,https://www.infineon.com/part/IPD90P03P4L-04,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD90P03P4L04ATMA2,PG-TO252-3,DPAK,Automotive,-30 V,-90 A,OptiMOS™-P2,-1.5 V,4.5 mΩ,125 nC,0.67 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd90p03p4l-04-datasheet-en.pdf,-1 V,-2 V,,,,160 nC
IPD50N06S4L-12,https://www.infineon.com/part/IPD50N06S4L-12,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD50N06S4L12ATMA2,PG-TO252-3,DPAK,Automotive,60 V,50 A,OptiMOS™-T2,1.7 V,12 mΩ,30 nC,0.29 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd50n06s4l-12-ds-en.pdf,1.2 V,2.2 V,,,,40 nC
IPB180N04S4-00,https://www.infineon.com/part/IPB180N04S4-00,https://www.infineon.com/package/PG-TO263-7-3,active and preferred,IPB180N04S400ATMA1,PG-TO263-7,D2PAK7P,Automotive,40 V,180 A,OptiMOS™-T2,3 V,0.98 mΩ,220 nC,1.45 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipb180n04s4-00-datasheet-en.pdf,2 V,4 V,,,,286 nC
IPB80N04S4L-04,https://www.infineon.com/part/IPB80N04S4L-04,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB80N04S4L04ATMA1,PG-TO263-3,D2PAK,Automotive,40 V,80 A,OptiMOS™-T2,1.7 V,4 mΩ,46 nC,0.56 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i80n04s4l-04-ds-en.pdf,1.2 V,2.2 V,,,,60 nC
IPD100N04S4-02,https://www.infineon.com/part/IPD100N04S4-02,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD100N04S402ATMA1,PG-TO252-3,DPAK,Automotive,40 V,100 A,OptiMOS™-T2,3 V,2 mΩ,91 nC,0.6 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd100n04s4-02-ds-en.pdf,2 V,4 V,,,,118 nC
IPB80P04P4-05,https://www.infineon.com/part/IPB80P04P4-05,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB80P04P405ATMA2,PG-TO263-3,D2PAK,Automotive,-40 V,-80 A,OptiMOS™-P2,-3 V,4.9 mΩ,116 nC,0.85 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i80p04p4-05-ds-en.pdf,-2 V,-4 V,,,,151 nC
IPB80N04S4-03,https://www.infineon.com/part/IPB80N04S4-03,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB80N04S403ATMA1,PG-TO263-3,D2PAK,Automotive,40 V,80 A,OptiMOS™-T2,3 V,3.3 mΩ,51 nC,0.62 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b-i80n04s4-03-ds-en.pdf,2 V,4 V,,,,66 nC
IPD85P04P4L-06,https://www.infineon.com/part/IPD85P04P4L-06,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD85P04P4L06ATMA2,PG-TO252-3,DPAK,Automotive,-40 V,-85 A,OptiMOS™-P2,-1.7 V,6.4 mΩ,80 nC,0.51 ,P,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd85p04p4l-06-datasheet-en.pdf,-1.2 V,-2.2 V,,,,104 nC
IPD60N10S4L-12,https://www.infineon.com/part/IPD60N10S4L-12,https://www.infineon.com/package/PG-TO252-3-313,active and preferred,IPD60N10S4L12ATMA1,PG-TO252-3,DPAK,Automotive,100 V,60 A,OptiMOS™-T2,1.6 V,12 mΩ,38 nC,0.47 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd60n10s4l-12-ds-en.pdf,1.1 V,2.1 V,,,,49 nC
IPD25N06S4L-30,https://www.infineon.com/part/IPD25N06S4L-30,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD25N06S4L30ATMA2,PG-TO252-3,DPAK,Automotive,60 V,25 A,OptiMOS™-T2,1.7 V,30 mΩ,12.5 nC,0.25 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd25n06s4l-30-ds-en.pdf,1.2 V,2.2 V,,,,16.3 nC
IPG20N06S2L-35A,https://www.infineon.com/part/IPG20N06S2L-35A,https://www.infineon.com/package/PG-TDSON-8-10,active and preferred,IPG20N06S2L35AATMA1,PG-TDSON-8,Dual SSO8,Automotive,55 V,20 A,OptiMOS™,1.6 V,35 mΩ,18 nC,0.45 ,N+N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipg20n06s2l-35a-datasheet-en.pdf,1.2 V,2 V,,,,23 nC
IPB160N04S2L-03,https://www.infineon.com/part/IPB160N04S2L-03,https://www.infineon.com/package/PG-TO263-7-3,active and preferred,IPB160N04S2L03ATMA2,PG-TO263-7,D2PAK7P,Automotive,40 V,160 A,OptiMOS™,1.6 V,2.7 mΩ,163 nC,,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipb160n04s2l-03-datasheet-en.pdf,1.2 V,2 V,,,,230 nC
IPB80N06S2-H5,https://www.infineon.com/part/IPB80N06S2-H5,https://www.infineon.com/package/PG-TO263-3-2,active and preferred,IPB80N06S2H5ATMA2,PG-TO263-3,D2PAK,Automotive,55 V,80 A,OptiMOS™,3 V,5.2 mΩ,116 nC,1.28 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipp-b80n06s2-h5-ds-en.pdf,2.1 V,4 V,,,,155 nC
IPD14N06S2-80,https://www.infineon.com/part/IPD14N06S2-80,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD14N06S280ATMA2,PG-TO252-3,DPAK,Automotive,55 V,17 A,OptiMOS™,3 V,80 mΩ,8 nC,0.22 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd14n06s2-80-ds-en.pdf,2.1 V,4 V,,,,10 nC
IPD30N08S2L-21,https://www.infineon.com/part/IPD30N08S2L-21,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD30N08S2L21ATMA1,PG-TO252-3,DPAK,Automotive,75 V,30 A,OptiMOS™,1.6 V,20.5 mΩ,56 nC,0.6 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd30n08s2l-21-ds-en.pdf,1.2 V,2 V,,,,72 nC
IPD70N03S4L-04,https://www.infineon.com/part/IPD70N03S4L-04,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD70N03S4L04ATMA1,PG-TO252-3,DPAK,Automotive,30 V,70 A,OptiMOS™-T2,1.5 V,4.3 mΩ,37 nC,0.3 ,N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd70n03s4l-04-ds-en.pdf,1 V,2.2 V,,,,48 nC
IPD35N10S3L-26,https://www.infineon.com/part/IPD35N10S3L-26,https://www.infineon.com/package/PG-TO252-3-11,active and preferred,IPD35N10S3L26ATMA2,PG-TO252-3,DPAK,Automotive,100 V,35 A,OptiMOS™-T,1.7 V,24 mΩ,30 nC,"0.52, 0.52",N,https://www.infineon.com/assets/row/public/documents/10/49/infineon-ipd35n10s3l-26-datasheet-en.pdf,1.2 V,2.4 V,,,,39 nC
