Product,Data Sheet,Product Status,OPN,Standard Package name,Qualification,VDS max [V],RDS (on) @10V max [Ω],ID  @25°C max [A],Technology,Topology,VGS(th) [V],VGS(th) min [V],VGS(th) max [V],RDS (on) @4.5V max [Ω],QG typ @10V [C],QG typ @10V max [C],QG typ @4.5V [C],QG typ @4.5V max [C],Online Simulation,Simulation Model,Driver Selection,Budgetary Price €/1k,Polarity
FF2MR12KM1H,https://www.infineon.com/dgdl/Infineon-FF2MR12KM1H-DataSheet-v00_20-EN.pdf?fileId=8ac78c8c8afe5bd0018b18a5843737d9,active and preferred,FF2MR12KM1HHPSA1,,Industrial,,,,CoolSiC™ G1,,,,,,,,,,https://www.infineon.com/iposim,/cms/en/product/power/mosfet/silicon-carbide/modules/ff2mr12km1h/#!simulation,,,
IRFI4212H-117P,https://www.infineon.com/dgdl/Infineon-IRFI4212H-117P-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a401535623fc841f7a,active and preferred,IRFI4212H-117PXKMA1,FullPAK-220,Standard,100,72.5,11,IR MOSFET™,,4,3,5,,12,,,,,,5546d4694909da48014909dc094d01c8=100.0,0.69,N+N
IPL65R160CFD7,https://www.infineon.com/dgdl/Infineon-IPL65R160CFD7-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c7c9758f2017ca7319187233f,active and preferred,IPL65R160CFD7AUMA1,Thin-PAK 8x8,Industrial,650,160,17,CoolMOS™ CFD7,,4,3.5,4.5,,28,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipl65r160cfd7/#!simulation,,1.32,N
BSC030N10NS5SC,https://www.infineon.com/dgdl/Infineon-BSC030N10NS5SC-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c83cd30810183d526675a0f31,active and preferred,BSC030N10NS5SCATMA1,SuperSO8 5x6 DSC,Industrial,100,3,171,OptiMOS™ 5,,3,2.2,3.8,,70,,,,,,,,N
IPP200N25N3 G,https://www.infineon.com/dgdl/Infineon-IPP_B_I_200N25N3_G-DataSheet-v02_05-EN.pdf?fileId=db3a3043243b5f17012496b87e9f1971,"active and preferred_x000d_
active and preferred","IPP200N25N3GAKSA1_x000d_
IPP200N25N3GXKSA1","TO220_x000d_
TO220",Industrial,250,20,64,OptiMOS™ 3,,3,2,4,,64,,,,,/cms/en/product/power/mosfet/n-channel/ipp200n25n3-g/#!simulation,5546d4694909da48014909dc094d01c8=250.0|5546d4694909da48014909dc0bb301f2=IPP200N25N3 G|5546d4694909da48014909dc0f5e0238=MOSFET,2.94,N
IPP034N08N5,https://www.infineon.com/dgdl/Infineon-IPP034N08N5-DS-v02_00-EN.pdf?fileId=5546d4624ad04ef9014ade84c8b17b40,active and preferred,IPP034N08N5AKSA1,TO220,Industrial,80,3.4,120,OptiMOS™ 5,,3,2.2,3.8,,69,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.IPP034N08N5_L0,/cms/en/product/power/mosfet/n-channel/ipp034n08n5/#!simulation,5546d4694909da48014909dc0bb301f2=IPP034N08N5|5546d4694909da48014909dc094d01c8=80.0,1.06,N
IPD60R360P7,https://www.infineon.com/dgdl/Infineon-IPD60R360P7-DataSheet-v02_07-EN.pdf?fileId=5546d46259d9a4bf015a5bdc6a473cb9,active and preferred,IPD60R360P7ATMA1,DPAK,Industrial,600,360,9,CoolMOS™ P7,"PFC_x000d_
LLC",3.5,3,4,,13,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_boost_300VDC_400VDC_2kW_IPD60R360P7_steadystate_en.tsc,/cms/en/product/power/mosfet/n-channel/500v-950v/ipd60r360p7/#!simulation,5546d4694909da48014909dc0bb301f2=IPD60R360P7|5546d4624933b8750149389ffe5222e1=6.2|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=600.0,0.44,N
IPL65R099C7,https://www.infineon.com/dgdl/Infineon-IPL65R099C7-DS-v02_01-EN.pdf?fileId=5546d46145da30e80145f09defd56b63,active and preferred,IPL65R099C7AUMA1,Thin-PAK 8x8,Industrial,650,99,21,CoolMOS™ C7,Boost,3.5,3,4,,45,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipl65r099c7/#!simulation,5546d4694909da48014909dc094d01c8=650.0,2.23,N
BSS123I,https://www.infineon.com/dgdl/Infineon-BSS123I-DataSheet-v02_00-EN.pdf?fileId=5546d46277921c320177a421ae8a1d46,active and preferred,BSS123IXTSA1,SOT-23,Industrial,100,6000,0.19,OptiMOS™,,1.4,0.8,1.8,10000,0.63,,,,,,,0.03,N
IPBE65R115CFD7A,https://www.infineon.com/dgdl/Infineon-IPBE65R115CFD7A-DataSheet-v02_02-EN.pdf?fileId=5546d46270c4f93e0170f33391547c90,active and preferred,IPBE65R115CFD7AATMA1,D2PAK,Automotive,650,115,21,CoolMOS™ CFD7A,,4,3.5,4.5,,,41.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipbe65r115cfd7a/#!simulation,,,N
IPQC60R040S7A,https://www.infineon.com/dgdl/Infineon-IPQC60R040S7A-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c850f4bee0185150cb48e6cfc,active and preferred,IPQC60R040S7AXTMA1,QDPAK BSC,Automotive,600,,,CoolMOS™ S7A,,4,3.5,4.5,,83,,,,,,,,N
IRFB4020,https://www.infineon.com/dgdl/Infineon-IRFB4020-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a4015356158ffd1e05,active and preferred,IRFB4020PBF,TO220,Standard,200,100,18,IR MOSFET™,,3.95,3,4.9,,18,,,,,/cms/en/product/power/mosfet/n-channel/irfb4020/#!simulation,5546d4694909da48014909dc094d01c8=200.0,0.7,N
IPZA60R060P7,https://www.infineon.com/dgdl/Infineon-IPZA60R060P7-DS-v02_01-EN.pdf?fileId=5546d462602a9dc80160316b71ad645f,active and preferred,IPZA60R060P7XKSA1,TO247 4-pin (asymmetric leads),Industrial,600,60,48,CoolMOS™ P7,"LLC_x000d_
PFC",3.5,3,4,,67,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipza60r060p7/#!simulation,5546d4694909da48014909dc0bb301f2=IPZA60R060P7|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=600.0,2.95,N
BSZ086P03NS3 G,https://www.infineon.com/dgdl/Infineon-BSZ086P03NS3 G-DataSheet-v02_04-EN.pdf?fileId=db3a30431ff9881501203d3a5e7d17a9,active and preferred,BSZ086P03NS3GATMA1,PQFN 3x3,Industrial,-30,8.6,-40,OptiMOS™ P,,-2.5,,,,43.2,,,,,/cms/en/product/power/mosfet/p-channel/bsz086p03ns3-g/#!simulation,5546d4694909da48014909dc094d01c8=-30.0|5546d4694909da48014909dc0bb301f2=BSZ086P03NS3 G|5546d4694909da48014909dc0f5e0238=MOSFET,0.28,P
IPP65R065C7,https://www.infineon.com/dgdl/Infineon-IPP65R065C7-DS-v02_00-en.pdf?fileId=db3a30434208e5fd014209a99d8f0281,active and preferred,IPP65R065C7XKSA1,TO220,Industrial,650,65,33,CoolMOS™ C7,Boost,3.5,3,4,,64,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_450V.tsc&act=change.U.Infineon.IPP65R065C7_L0,/cms/en/product/power/mosfet/n-channel/500v-950v/ipp65r065c7/#!simulation,5546d4694909da48014909dc094d01c8=650.0|5546d4694909da48014909dc0bb301f2=IPP65R065C7|5546d4694909da48014909dc0f5e0238=MOSFET,3.1,N
BSZ084N08NS5,https://www.infineon.com/dgdl/Infineon-BSZ084N08NS5-DataSheet-v02_02-EN.pdf?fileId=5546d4624a75e5f1014aca9007801edb,active and preferred,BSZ084N08NS5ATMA1,PQFN 3x3,Industrial,80,8.4,40,OptiMOS™ 5,,3,2.2,3.8,,20,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.BSZ084N08NS5_L0,/cms/en/product/power/mosfet/n-channel/bsz084n08ns5/#!simulation,5546d4694909da48014909dc0bb301f2=BSZ084N08NS5|5546d4694909da48014909dc094d01c8=80.0,0.44,N
IAUT200N08S5N023,https://www.infineon.com/dgdl/Infineon-IAUT200N08S5N023-DataSheet-v01_10-EN.pdf?fileId=5546d4626102d35a01611d61e9ce2ab6,active and preferred,IAUT200N08S5N023ATMA1,TOLL,Automotive,80,2.3,200,OptiMOS™-5,,,2.2,3.8,,,85.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/iaut200n08s5n023/#!simulation,5546d4694909da48014909dc094d01c8=80.0,1.35,N
IPB016N08NF2S,https://www.infineon.com/dgdl/Infineon-IPB016N08NF2S-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c83cd30810183f4a92f971afa,active and preferred,IPB016N08NF2SATMA1,D2PAK,Standard,80,1.65,170,StrongIRFET™ 2,,3,2.2,3.8,,170,,,,,,,,N
IQD063N15NM5CG,https://www.infineon.com/dgdl/Infineon-IQD063N15NM5CG-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c88ae21230188b384db7e0809,active and preferred,IQD063N15NM5CGATMA1,PQFN 5x6 Source-Down,Industrial,150,6.32,148,OptiMOS™ 5,,3.8,3,4.6,,48,,,,,,,,N
IAUT300N08S5N012,https://www.infineon.com/dgdl/Infineon-IAUT300N08S5N012-DataSheet-v01_02-EN.pdf?fileId=5546d46258fc0bc10158fdabe0f90580,active and preferred,IAUT300N08S5N012ATMA2,TOLL,Automotive,80,1.2,300,OptiMOS™-5,,,2.2,3.8,,,178.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/iaut300n08s5n012/#!simulation,5546d4694909da48014909dc094d01c8=80.0,,N
IPA80R280P7,https://www.infineon.com/dgdl/Infineon-IPA80R280P7-DataSheet-v02_02-EN.pdf?fileId=5546d46255a50e820155d94225445249,active and preferred,IPA80R280P7XKSA1,TO220 FullPAK,Industrial,800,280,17,CoolMOS™ P7,Flyback,3,2.5,3.5,,36,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipa80r280p7/#!simulation,5546d4694909da48014909dc0bb301f2=IPA80R280P7|5546d4624933b8750149389ffe5222e1=1.0|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=800.0,1.22,N
IPD60R280P7S,https://www.infineon.com/dgdl/Infineon-IPD60R280P7S-DataSheet-v02_02-EN.pdf?fileId=5546d4625cc9456a015d54edbbd60f38,active and preferred,IPD60R280P7SAUMA1,DPAK,Standard,600,280,12,CoolMOS™ P7,"LLC_x000d_
PFC",3.5,3,4,,18,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipd60r280p7s/#!simulation,5546d4694909da48014909dc0bb301f2=IPD60R280P7S|5546d4624933b8750149389ffe5222e1=7.0|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=600.0,0.41,N
BSP88,https://www.infineon.com/dgdl/Infineon-BSP88-DS-v02_02-en.pdf?fileId=db3a30433b47825b013b4b657acf0ca8,active and preferred,BSP88H6327XTSA1,SOT-223,Automotive,240,6000,0.35,Small Signal,,,0.6,1.4,,4.5,,,,,/cms/en/product/power/mosfet/small-signal-small-power/bsp88/#!simulation,5546d4694909da48014909dc094d01c8=240.0|5546d4694909da48014909dc0bb301f2=BSP88|5546d4694909da48014909dc0f5e0238=MOSFET,0.16,N
IQDH88N06LM5CG,https://www.infineon.com/dgdl/Infineon-IQDH88N06LM5CG-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c88ae21230188b39789f50841,active and preferred,IQDH88N06LM5CGATMA1,PQFN 5x6 Source-Down,Industrial,60,0.86,447,OptiMOS™ 5,,1.7,1.1,2.3,1.24,152,,76,,,,,,N
IPG20N04S4L-11A,https://www.infineon.com/dgdl/Infineon-IPG20N04S4L-11A-DataSheet-v01_10-EN.pdf?fileId=5546d4614815da88014821772fae00b5,active and preferred,IPG20N04S4L11AATMA1,Dual SSO8,Automotive,40,11.6,20,OptiMOS™-T2,,,1.2,2.2,,,20.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipg20n04s4l-11a/#!simulation,5546d4694909da48014909dc094d01c8=40.0,0.41,N+N
ISP12DP06NM,https://www.infineon.com/dgdl/Infineon-ISP12DP06NM-DS-v02_00-EN.pdf?fileId=5546d46269e1c019016a06de8ae47284,active and preferred,ISP12DP06NMXTSA1,SOT-223,Industrial,-60,125,-2.8,OptiMOS™,,,-2.1,-4,,-20.2,,,,,/cms/en/product/power/mosfet/small-signal-small-power/isp12dp06nm/#!simulation,5546d4694909da48014909dc0bb301f2=ISP12DP06NM|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=-60.0,0.29,P
IRF7862,https://www.infineon.com/dgdl/Infineon-IRF7862-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a40153560c68b71d2d,active and preferred,IRF7862TRPBF,SO-8,Standard,30,3.3,21,StrongIRFET™,,1.85,1.35,2.35,4.5,,,30,,,/cms/en/product/power/mosfet/n-channel/irf7862/#!simulation,5546d4694909da48014909dc094d01c8=30.0,0.37,N
IPW60R120P7,https://www.infineon.com/dgdl/Infineon-IPW60R120P7-DS-v02_01-EN.pdf?fileId=5546d4625acbae4c015accdf045c0225,active and preferred,IPW60R120P7XKSA1,TO247,Industrial,600,120,29,CoolMOS™ P7,"LLC_x000d_
PFC",3.5,3,4,,36,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipw60r120p7/#!simulation,5546d4694909da48014909dc0bb301f2=IPW60R120P7|5546d4624933b8750149389ffe5222e1=7.0|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=600.0,1.56,N
IPB024N08NF2S,https://www.infineon.com/dgdl/Infineon-IPB024N08NF2S-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c83cd30810183f4b175891b01,active and preferred,IPB024N08NF2SATMA1,D2PAK,Standard,80,2.4,107,StrongIRFET™ 2,,3,2.2,3.8,,89,,,,,,,,N
IPT007N06N,https://www.infineon.com/dgdl/Infineon-IPT007N06N-DataSheet-v02_03-EN.pdf?fileId=db3a30433e9d5d11013e9e4618320118,active and preferred,IPT007N06NATMA1,TOLL,Industrial,60,0.75,486,OptiMOS™ 5,,2.8,2.1,3.3,,216,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.IPT007N06N_L0,/cms/en/product/power/mosfet/n-channel/ipt007n06n/#!simulation,5546d4694909da48014909dc094d01c8=60.0|5546d4694909da48014909dc0bb301f2=IPT007N06N|5546d4694909da48014909dc0f5e0238=MOSFET,2.76,N
IMBG120R116M2H,https://www.infineon.com/dgdl/Infineon-IMBG120R116M2H-DataSheet-v01_20-EN.pdf?fileId=8ac78c8c8d1b852e018d22003d3e20d9,active and preferred,IMBG120R116M2HXTMA1,D2PAK 7-pin,Industrial,1200,,,CoolSiC™ G2,,,,,,,,,,,,,,N
IPD95R1K2P7,https://www.infineon.com/dgdl/Infineon-IPD95R1K2P7-DataSheet-v02_03-EN.pdf?fileId=5546d462636cc8fb01643b928d27571a,active and preferred,IPD95R1K2P7ATMA1,DPAK,Industrial,950,1200,6,CoolMOS™ P7,"Single/dual stage_x000d_
Flyback_x000d_
PFC",3,2.5,3.5,,15,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipd95r1k2p7/#!simulation,5546d4694909da48014909dc0bb301f2=IPD95R1K2P7|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=950.0,0.49,N
IPDQ65R029CFD7,https://www.infineon.com/dgdl/Infineon-IPDQ65R029CFD7-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c869190210186e047429d71e3,active and preferred,IPDQ65R029CFD7XTMA1,Q-DPAK,Industrial,650,29,85,CoolMOS™ CFD7,,4,3.5,4.5,,139,,,,,,,5.46,N
AIMW120R080M1,https://www.infineon.com/dgdl/Infineon-AIMW120R080M1-DataSheet-v03_00-EN.pdf?fileId=5546d4627862c3e5017883c1deda0f1e,active and preferred,AIMW120R080M1XKSA1,TO247,Automotive,1200,,33,CoolSiC™ G1,,,,,,,,,,,/cms/en/product/power/mosfet/silicon-carbide/discretes/aimw120r080m1/#!simulation,,,N
IPP60R060P7,https://www.infineon.com/dgdl/Infineon-IPP60R060P7-DS-v02_01-EN.pdf?fileId=5546d4625acbae4c015accdf20660227,active and preferred,IPP60R060P7XKSA1,TO220,Industrial,600,60,48,CoolMOS™ P7,"LLC_x000d_
PFC",3.5,3,4,,67,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipp60r060p7/#!simulation,5546d4694909da48014909dc0bb301f2=IPP60R060P7|5546d4624933b8750149389ffe5222e1=2.8|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=600.0,2.23,N
IPD50N10S3L-16,https://www.infineon.com/dgdl/Infineon-IPD50N10S3L-16-DataSheet-v01_04-EN.pdf?fileId=db3a30431a5c32f2011a908698d3594e,active and preferred,IPD50N10S3L16ATMA2,DPAK,Automotive,100,15,50,OptiMOS™-T,,,1.2,2.4,,,49.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipd50n10s3l-16/#!simulation,5546d4694909da48014909dc0bb301f2=IPD50N10S3L-16|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=100.0,0.72,N
IQD020N10NM5,https://www.infineon.com/dgdl/Infineon-IQD020N10NM5-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c8a44f57b018a467e766504b8,active and preferred,IQD020N10NM5ATMA1,PQFN 5x6 Source-Down,Industrial,100,2.05,276,OptiMOS™ 5,,3,2.2,3.8,,107,,,,,,,,N
IPDQ60T040S7A,https://www.infineon.com/dgdl/Infineon-IPDQ60T040S7A-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c8eeb092c018fb9f5b2e117de,active and preferred,IPDQ60T040S7AXTMA1,Q-DPAK,Automotive,600,,54,CoolMOS™ S7TA,,4,3.5,4.5,,,,,,,,,,N
BSC070N10LS5,https://www.infineon.com/dgdl/Infineon-BSC070N10LS5-DataSheet-v02_02-EN.pdf?fileId=5546d4626bb628d7016bdc41b1c2214d,active and preferred,BSC070N10LS5ATMA1,SuperSO8,Industrial,100,7,79,OptiMOS™ 5,,1.7,1.1,2.3,8.5,,,16,,,/cms/en/product/power/mosfet/n-channel/bsc070n10ls5/#!simulation,5546d4694909da48014909dc0bb301f2=BSC070N10LS5|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=100.0,0.73,N
IPTC039N15NM5,https://www.infineon.com/dgdl/Infineon-IPTC039N15NM5-DataSheet-v02_02-EN.pdf?fileId=8ac78c8c81ae03fc0181d8d199be3f66,active and preferred,IPTC039N15NM5ATMA1,TOLT,Industrial,150,3.9,190,OptiMOS™ 5,,3.8,3,4.6,,74,,,,,,,,N
IPB80N06S4L-07,https://www.infineon.com/dgdl/Infineon-IPP_B_I80N06S4L_07-DS-v01_00-en.pdf?fileId=db3a30431ff98815012038ea8e6c0d10,active and preferred,IPB80N06S4L07ATMA2,D2PAK,Automotive,60,6.4,80,OptiMOS™-T2,,,1.2,2,,,58.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipb80n06s4l-07/#!simulation,5546d4694909da48014909dc0bb301f2=IPB80N06S4L-07|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=60.0,0.63,N
IPT015N10N5,https://www.infineon.com/dgdl/Infineon-IPT015N10N5-DataSheet-v02_04-EN.pdf?fileId=5546d4624a75e5f1014ac94680661aff,active and preferred,IPT015N10N5ATMA1,TOLL,Industrial,100,1.5,300,OptiMOS™ 5,,3,2.2,3.8,,169,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.IPT015N10N5_L0,/cms/en/product/power/mosfet/n-channel/ipt015n10n5/#!simulation,5546d4694909da48014909dc0bb301f2=IPT015N10N5|5546d4694909da48014909dc094d01c8=100.0,2.85,N
IPB180N04S4-H0,https://www.infineon.com/dgdl/Infineon-IPB180N04S4_H0-DS-v01_00-en.pdf?fileId=db3a304328c6bd5c01291c4975375d77,active and preferred,IPB180N04S4H0ATMA1,D2PAK7P,Automotive,40,1.1,180,OptiMOS™-T2,,,2,4,,,173.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipb180n04s4-h0/#!simulation,5546d4694909da48014909dc0bb301f2=IPB180N04S4-H0|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=40.0,1.7,N
IRFB4127,https://www.infineon.com/dgdl/Infineon-IRFB4127-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a401535615c2ef1e11,active and preferred,IRFB4127PBF,TO220,Standard,200,20,76,IR MOSFET™,,4,3,5,,100,,,,,,5546d4694909da48014909dc094d01c8=200.0,1.55,N
IPG20N06S2L-65A,https://www.infineon.com/dgdl/Infineon-IPG20N06S2L-65A-DataSheet-v01_01-EN.pdf?fileId=db3a30433d346a2d013d4555276651ce,active and preferred,IPG20N06S2L65AATMA1,Dual SSO8,Automotive,55,65,20,OptiMOS™,,,1.2,2.2,,,9.4,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipg20n06s2l-65a/#!simulation,5546d4694909da48014909dc0bb301f2=IPG20N06S2L-65A|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=55.0,0.36,N+N
BSC040N08NS5,https://www.infineon.com/dgdl/Infineon-BSC040N08NS5-DataSheet-v02_02-EN.pdf?fileId=5546d4624ad04ef9014ae3065a7e2a05,active and preferred,BSC040N08NS5ATMA1,SuperSO8,Industrial,80,4,121,OptiMOS™ 5,,3,2.2,3.8,,43,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.BSC040N08NS5_L0,/cms/en/product/power/mosfet/n-channel/bsc040n08ns5/#!simulation,5546d4694909da48014909dc0bb301f2=BSC040N08NS5|5546d4694909da48014909dc094d01c8=80.0,0.68,N
IRF150P220,https://www.infineon.com/dgdl/Infineon-IRF150P220-DataSheet-v01_01-EN.pdf?fileId=5546d46266a498f50166aca241ac65c9,active and preferred,IRF150P220AKMA1,TO247,Industrial,150,2.7,203,StrongIRFET™,,,3,4.6,,160,,,,,/cms/en/product/power/mosfet/n-channel/irf150p220/#!simulation,5546d4694909da48014909dc094d01c8=150.0,5.21,N
IPD90P04P4L-04,https://www.infineon.com/dgdl/Infineon-IPD90P04P4L-04-DataSheet-v01_02-EN.pdf?fileId=db3a30432f69f146012f7829059b2dee,active and preferred,IPD90P04P4L04ATMA2,DPAK,Automotive,-40,4.3,-90,OptiMOS™-P2,,,-1.2,-2.2,,,135.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipd90p04p4l-04/#!simulation,5546d4694909da48014909dc0bb301f2=IPD90P04P4L-04|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=-40.0,0.92,P
IPB180N10S4-02,https://www.infineon.com/dgdl/Infineon-IPB180N10S4-02-DataSheet-v01_10-EN.pdf?fileId=db3a30433d1d0bbe013d2129cf8a2f88,active and preferred,IPB180N10S402ATMA1,D2PAK7P,Automotive,100,2.5,180,OptiMOS™-T2,,,2,3.5,,,156.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipb180n10s4-02/#!simulation,5546d4694909da48014909dc0bb301f2=IPB180N10S4-02|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=100.0,2.74,N
F3L11MR12W2M1HP_B19,https://www.infineon.com/dgdl/Infineon-F3L11MR12W2M1HP_B19-DataSheet-v00_20-EN.pdf?fileId=8ac78c8c8b6555fe018b7278ebfc7bfe,active and preferred,F3L11MR12W2M1HPB19BPSA1,,Industrial,,,,CoolSiC™ G1,,,,,,,,,,https://www.infineon.com/iposim,/cms/en/product/power/mosfet/silicon-carbide/modules/f3l11mr12w2m1hp_b19/#!simulation,,,
IPP65R125C7,https://www.infineon.com/dgdl/Infineon-IPP65R125C7-DS-v02_00-en.pdf?fileId=db3a30434208e5fd014209f7e8700375,active and preferred,IPP65R125C7XKSA1,TO220,Industrial,650,125,18,CoolMOS™ C7,Boost,3.5,3,4,,35,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_450V.tsc&act=change.U.Infineon.IPP65R125C7_L0,/cms/en/product/power/mosfet/n-channel/500v-950v/ipp65r125c7/#!simulation,5546d4694909da48014909dc094d01c8=650.0|5546d4694909da48014909dc0bb301f2=IPP65R125C7|5546d4694909da48014909dc0f5e0238=MOSFET,1.67,N
IPB180N06S4-H1,https://www.infineon.com/dgdl/Infineon-IPB180N06S4-DS-v01_00-en.pdf?fileId=db3a30431ff9881501203ccc9314178e,active and preferred,IPB180N06S4H1ATMA2,D2PAK7P,Automotive,60,1.7,180,OptiMOS™-T2,,,2,4,,,208.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipb180n06s4-h1/#!simulation,5546d4694909da48014909dc0bb301f2=IPB180N06S4-H1|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=60.0,1.64,N
BSC009N04LSSC,https://www.infineon.com/dgdl/Infineon-BSC009N04LSSC-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c83cd30810183d4cadb130ebc,active and preferred,BSC009N04LSSCATMA1,SuperSO8 5x6 DSC,Industrial,40,0.94,301,OptiMOS™,,,1.2,2,1.24,95,,49,,,,,,N
IPT012N06N,https://www.infineon.com/dgdl/Infineon-IPT012N06N-DataSheet-v02_01-EN.pdf?fileId=5546d4625acbae4c015ad1610de5208c,active and preferred,IPT012N06NATMA1,TOLL,Industrial,60,1.2,313,OptiMOS™ 5,,2.8,2.1,3.3,,106,,,,,/cms/en/product/power/mosfet/n-channel/ipt012n06n/#!simulation,5546d4694909da48014909dc0bb301f2=IPT012N06N|5546d4624933b8750149389ffe5222e1=1.6|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=60.0,2.61,N
BSS126,https://www.infineon.com/dgdl/Infineon-BSS126-DS-v02_01-en.pdf?fileId=db3a304330f6860601310483af163eba,active and preferred,BSS126H6327XTSA2,SOT-23,Automotive,600,500000,0.06,SIPMOS™,,-2,-2.7,-1.6,,,,1.42,,,/cms/en/product/power/mosfet/n-channel-depletion-mode/bss126/#!simulation,5546d4694909da48014909dc094d01c8=600.0|5546d4694909da48014909dc0bb301f2=BSS126|5546d4694909da48014909dc0f5e0238=MOSFET,0.11,N
IAUCN04S7L004,https://www.infineon.com/dgdl/Infineon-IAUCN04S7L004-DataSheet-v01_00-EN.pdf?fileId=8ac78c8c8d2fe47b018d35ed15ae1a70,active and preferred,IAUCN04S7L004ATMA1,Single SSO8,Automotive,40,0.42,175,OptiMOS™-7,,1.5,1.2,1.8,,146,190.0,,,,,,,N
